Report,Rank History
App ID,com.tencent.mm
App,WeChat
Market,Google Play
Countries,Vietnam
Device,-
Start Date,01/08/2016
End Date,02/08/2017
Date Generated,02/07/2017 22:55:45 PST

Platform,Device,Country Name,App ID,App Name,Publisher ID,Publisher Name,Date,Type,Overall,Android Wear (Applications),Applications,Communication (Applications)
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/28/2016,Downloads,120,0,59,7
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/29/2016,Downloads,116,0,57,7
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/30/2016,Downloads,108,0,52,7
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/01/2016,Downloads,108,0,52,7
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/02/2016,Downloads,109,0,50,7
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/03/2016,Downloads,108,0,49,7
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/04/2016,Downloads,111,0,52,7
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/05/2016,Downloads,109,0,51,7
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/06/2016,Downloads,103,0,49,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/07/2016,Downloads,103,0,49,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/08/2016,Downloads,106,0,52,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/09/2016,Downloads,106,0,51,5
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/10/2016,Downloads,104,0,51,5
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/11/2016,Downloads,105,0,49,5
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/12/2016,Downloads,108,0,51,5
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/13/2016,Downloads,109,0,51,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/14/2016,Downloads,108,0,51,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/15/2016,Downloads,107,0,49,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/16/2016,Downloads,111,0,50,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/17/2016,Downloads,113,0,51,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/18/2016,Downloads,114,0,53,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/19/2016,Downloads,112,0,53,5
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/20/2016,Downloads,103,0,52,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/21/2016,Downloads,103,0,52,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/22/2016,Downloads,104,0,52,7
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/23/2016,Downloads,104,0,52,7
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/24/2016,Downloads,108,0,51,8
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/25/2016,Downloads,107,0,51,8
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/26/2016,Downloads,107,0,51,8
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/27/2016,Downloads,106,0,51,8
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/28/2016,Downloads,108,0,52,8
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/29/2016,Downloads,108,0,52,8
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/30/2016,Downloads,104,0,50,7
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,07/31/2016,Downloads,105,0,50,7
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,08/01/2016,Downloads,108,0,51,7
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,08/02/2016,Downloads,103,0,49,7
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,08/03/2016,Downloads,103,0,49,7
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,08/04/2016,Downloads,103,0,49,7
